410;Steely Dan;STEELYDAN;Kid Charlemagne;10/07/1976
411;Van Halen;VANHALEN;Not Enough;19/08/1995
412;Vitamin C Featuring Lady Saw;VITAMINC;Smile;17/07/1999
413;Carole King;CAROLEKING;So Far Away;28/08/1971
414;Godsmack;GODSMACK;Straight Out Of Line;19/04/2003
415;Jimmy Somerville;JIMMYSOMERVILLE;You Make Me Feel (Mighty Real);07/04/1990
416;Mason Williams;MASONWILLIAMS;Classical Gas;22/06/1968
417;Kansas;KANSAS;Point Of Know Return;12/11/1977
418;Will Smith Featuring Dru Hill ;WILLSMITH;Wild Wild West;22/05/1999
419;Eagles;EAGLES;One Of These Nights;31/05/1975
420;Siouxsie and The Banshees;SIOUXSIEANDBANSHEES;Peek-A-Boo;15/10/1988
421;Eagles;EAGLES;New Kid In Town;18/12/1976
422;James Taylor;JAMESTAYLOR;Your Smiling Face;01/10/1977
423;Pet Shop Boys;PETSHOPBOYS;Opportunities (Let s Make Lots Of Money);31/05/1986
424;Loverboy;LOVERBOY;Heaven In Your Eyes;02/08/1986
425;Split Enz;SPLITENZ;I Got You;23/08/1980
426;Tesla;TESLA;Signs;05/01/1991
427;Patsy Cline;PATSYCLINE;Heartaches;13/10/1962
428;Fleetwood Mac;FLEETWOODMAC;Big Love;28/03/1987
429;Mariah Carey;MARIAHCAREY;Fantasy;30/09/1995
430;Backstreet Boys;BACKSTREETBOYS;The One;27/05/2000
431;Spice Girls;SPICEGIRLS;Too Much;14/02/1998
432;Foreigner;FOREIGNER;Women;16/02/1980
433;The Communards;COMMUNARDS;Never Can Say Goodbye;30/01/1988
434;India.Arie;INDIAARIE;Video;31/03/2001
435;James Brown;JAMESBROWN;Super Bad (Part 1 & Part 2);03/10/1970
436;Faith Hill;FAITHHILL;Breathe;06/11/1999
437;Def Leppard;DEFLEPPARD;Women;22/08/1987
438;Chicago;CHICAGO;No Tell Lover;23/12/1978
439;Elton John;ELTONJOHN;Border Song;15/08/1970
440;GTR;GTR;The Hunter;23/08/1986
441;Kool Moe Dee;KOOLMOEDEE;Go See The Doctor;18/04/1987
442;Oingo Boingo;OINGOBOINGO;Just Another Day;25/01/1986
443;Bell Biv Devoe;BELLBIVDEVOE;Poison;07/04/1990
444;Black Rob;BLACKROB;Whoa!;04/03/2000
445;Stevie Wonder;STEVIEWONDER;Another Star;27/08/1977
446;Erasure;ERASURE;In My Arms;24/05/1997
447;Adam Ant;ADAMANT;Wonderful;01/04/1995
448;Eagles;EAGLES;The Long Run;08/12/1979
449;Seal;SEAL;Killer;28/03/1992
450;Van Halen;VANHALEN;Love Walks In;09/08/1986
451;Anything Box;ANYTHINGBOX;Living In Oblivion;17/02/1990
452;Good Charlotte;GOODCHARLOTTE;Hold On;14/02/2004
453;Billy Idol;BILLYIDOL;L.A. Woman;08/09/1990
454;Genesis;GENESIS;Misunderstanding;24/05/1980
455;Bob Seger;BOBSEGER;Old Time Rock ;05/11/1983
456;TLC;TLC;Damaged;29/03/2003
457;XTC;XTC;The Mayor Of Simpleton;29/04/1989
458;Deana Carter;DEANACARTER;We Danced Anyway;08/02/1997
459;Spice Girls;SPICEGIRLS;Say You ll Be There;24/05/1997
460;Richard Marx;RICHARDMARX;Hold On To The Nights;21/05/1988
461;Van Halen;VANHALEN;Beautiful Girls;15/09/1979
462;Janis Ian;JANISIAN;At Seventeen;14/06/1975
463;Alan Jackson;ALANJACKSON;Where I Come From;25/08/2001
464;Amy Grant;AMYGRANT;Baby Baby;23/02/1991
465;Alan Jackson;ALANJACKSON;www.memory;04/11/2000
466;Chicago;CHICAGO;Saturday In The Park;05/08/1972
467;Blue Oyster Cult;BLUEOYSTERCULT;Shooting Shark;11/02/1984
468;Donovan;DONOVAN;Universal Soldier;25/09/1965
469;David Lee Roth;DAVIDLEEROTH;Just A Gigolo/I Ain t Got Nobody;23/03/1985
470;Enrique Iglesias;ENRIQUEIGLESIAS;Be With You;01/04/2000
471;Fugees;FUGEES;Nappy Heads;02/07/1994
472;Enrique Iglesias;ENRIQUEIGLESIAS;Rhythm Divine;04/12/1999
473;John Mellencamp;JOHNMELLENCAMP;Cherry Bomb;24/10/1987
474;John Waite;JOHNWAITE;Change;02/03/1985
475;Marky Mark ;MARKYMARK;Good Vibrations;20/07/1991
476;Blues Traveler;BLUESTRAVELER;Run-Around;25/03/1995
477;New Edition;NEWEDITION;Candy Girl;07/05/1983
478;Loverboy;LOVERBOY;Notorious;22/08/1987
479;George Harrison;GEORGEHARRISON;Got My Mind Set On You;24/10/1987
480;Aldo Nova;ALDONOVA;Fantasy;27/03/1982
481;Richard Marx;RICHARDMARX;Until I Find You Again;19/04/1997
482;Chicago;CHICAGO;Make Me Smile;04/04/1970
483;matchbox twenty;MATCHBOXTWENTY;Bent;29/04/2000
484;Prince And The New Power Generation;PRINCEANDNEWPOWERGENERATION;My Name Is Prince;10/10/1992
485;Depeche Mode;DEPECHEMODE;World In My Eyes;24/11/1990
486;Sheryl Crow;SHERYLCROW;Everyday Is A Winding Road;29/03/1997
487;Capleton;CAPLETON;Tour;04/02/1995
488;Red Hot Chili Peppers;REDHOTCHILIPEPPERS;Soul To Squeeze (From Coneheads);28/08/1993
489;Elvis Costello;ELVISCOSTELLO;Veronica;22/04/1989
490;Black Box;BLACKBOX;Strike It Up;06/04/1991
491;Neil Diamond;NEILDIAMOND;Red Red Wine;13/04/1968
492;Red Hot Chili Peppers;REDHOTCHILIPEPPERS;Under The Bridge;04/04/1992
493;Faith Hill;FAITHHILL;Cry;31/08/2002
494;Etta James;ETTAJAMES;My Dearest Darling;17/09/1960
495;ZZ Top;ZZTOP;Velcro Fly;26/07/1986
496;ZZ Top;ZZTOP;I Thank You;19/01/1980
497;Tori Amos;TORIAMOS;Jackie's Strength;03/10/1998
498;Mary Chapin Carpenter;MARYCHAPINCARPENTER;Passionate Kisses;13/02/1993
499;Richard Marx;RICHARDMARX;Take This Heart;13/06/1992
500;Fleetwood Mac;FLEETWOODMAC;Gypsy;04/09/1982
501;Chicago;CHICAGO;Just You 'N' Me;29/09/1973
502;Information Society;INFORMATIONSOCIETY;Walking Away;26/11/1988
503;Usher;USHER;U Don't Have To Call;09/02/2002
504;Yes;YES;America;12/08/1972
505;Richard Marx;RICHARDMARX;The Way She Loves Me;16/07/1994
506;Christina Aguilera, Lil' Kim, Mya & Pink;CHRISTINAAGUILERALILKIMMYAPINK;Lady Marmalade;14/04/2001
507;James Brown;JAMESBROWN;Say It Loud - I'm Black And I'm Proud (Part 1);07/09/1968
508;Hugo Montenegro;HUGOMONTENEGRO;The Good, The Bad And The Ugly;17/02/1968
509;The Rolling Stones;ROLLINGSTONES;One Hit (To The Body);17/05/1986
510;LL Cool J;LLCOOLJ;Phenomenon;01/11/1997
511;Chicago;CHICAGO;Feelin' Stronger Every Day;23/06/1973
512;Richard Marx;RICHARDMARX;Endless Summer Nights;23/01/1988
513;Jermaine Dupri & Ludacris;JERMAINEDUPRILUDACRIS;Welcome To Atlanta;29/12/2001
514;Frank Zappa;FRANKZAPPA;Don't Eat The Yellow Snow;19/10/1974
515;Cyndi Thomson;CYNDITHOMSON;What I Really Meant To Say;02/06/2001
516;Billy Joel;BILLYJOEL;Movin' Out (Anthony's Song);18/03/1978
517;Aaliyah;AALIYAH;More Than A Woman;02/02/2002
518;Chris Cagle;CHRISCAGLE;My Love Goes On And On;21/10/2000
519;dog's eye view;DOGSEYEVIEW;Everything Falls Apart/Small Wonders;28/09/1996
520;The Notorious B.I.G.;NOTORIOUSBIG;One More Chance/Stay With Me;24/06/1995
521;Keith Urban;KEITHURBAN;Somebody Like You;17/08/2002
522;Damn Yankees;DAMNYANKEES;Come Again;20/04/1991
523;JC Chasez;JCCHASEZ;Blowin' Me Up (With Her Love);04/01/2003
524;Chicago;CHICAGO;Along Comes A Woman;23/02/1985
525;Brandy;BRANDY;Almost Doesn t Count;24/04/1999
526;Mystikal;MYSTIKAL;Bouncin' Back (Bumpin' Me Against The Wall);15/12/2001
527;Linkin Park;LINKINPARK;Somewhere I Belong;15/03/2003
528;The Monkees;MONKEES;(I'm Not Your) Steppin' Stone;17/12/1966
529;Billy Joel;BILLYJOEL;The Night Is Still Young;05/10/1985
530;Bob Seger;BOBSEGER;We've Got Tonite;28/10/1978
531;Information Society;INFORMATIONSOCIETY;Think;06/10/1990
532;The Hues Corporation;HUESCORPORATION;Rock The Boat;25/05/1974
533;Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar;LILKIM;Not Tonight;12/07/1997
534;Backstreet Boys;BACKSTREETBOYS;All I Have To Give;30/01/1999
535;Stereo MC s;STEREOMCS;Elevate My Mind;01/06/1991
536;The Notorious BIG;NOTORIOUSBIG;Juicy;27/08/1994
537;Beats International;BEATSINTERNATIONAL;Won t Talk About It;25/08/1990
538;Faith Evans;FAITHEVANS;I Love You;26/01/2002
539;Jesus Jones;JESUSJONES;Right Here, Right Now;13/04/1991
540;Jesus Jones;JESUSJONES;Real Real Real;24/08/1991
541;Enya;ENYA;Only If...;03/01/1998
542;Them;THEM;Here Comes The Night;29/05/1965
543;D'Angelo;DANGELO;Me And Those Dreamin' Eyes Of Mine;05/10/1996
544;Bobby Byrd;BOBBYBYRD;Hot Pants - I'm Coming, Coming, I'm Coming;25/09/1971
545;Def Leppard;DEFLEPPARD;Animal;10/10/1987
546;Pat Benatar;PATBENATAR;All Fired Up;02/07/1988
547;Paula Abdul;PAULAABDUL;Knocked Out;18/06/1988
548;Curtis Mayfield;CURTISMAYFIELD;Kung Fu;22/06/1974
549;Jeffrey Osborne;JEFFREYOSBORNE;On The Wings Of Love;25/09/1982
550;Marvin Gaye;MARVINGAYE;Trouble Man;16/12/1972
551;Bob Seger;BOBSEGER;Like A Rock;24/05/1986
552;Backstreet Boys;BACKSTREETBOYS;The Call;17/02/2001
553;Diana Ross;DIANAROSS;I'm Coming Out;06/09/1980
554;Sweet Sensation;SWEETSENSATION;Sad Sweet Dreamer;11/01/1975
555;Aaliyah;AALIYAH;If Your Girl Only Knew;31/08/1996
556;Run-D.M.C.;RUNDMC;Mary, Mary;30/07/1988
557;Kansas;KANSAS;Hold On;20/09/1980
558;Sheryl Crow;SHERYLCROW;Can't Cry Anymore;08/07/1995
559;Bay City Rollers;BAYCITYROLLERS;I Only Want To Be With You;04/09/1976
560;The Notorious B.I.G.;NOTORIOUSBIG;Hypnotize;26/04/1997
561;Neil Diamond;NEILDIAMOND;Until It's Time For You To Go;21/02/1970
562;Ohio Express;OHIOEXPRESS;Chewy Chewy;19/10/1968
563;Todd Rundgren;TODDRUNDGREN;Can We Still Be Friends;27/05/1978
564;98 Degrees;98DEGREES;Because Of You;03/10/1998
565;Johnny Nash;JOHNNYNASH;Hold Me Tight;14/09/1968
566;Phil Collins/Marilyn Martin;PHILCOLLINSMARILYNMARTIN;Separate Lives (Theme From White Nights);05/10/1985
567;Prince And The N.P.G.;PRINCEANDNPG;Money Don t Matter 2 Night;28/03/1992
568;Arcadia;ARCADIA;Goodbye Is Forever;01/02/1986
569;Steppenwolf;STEPPENWOLF;Rock Me;01/03/1969
570;The Meters;METERS;Ease Back;26/07/1969
571;Arrested Development;ARRESTEDDEVELOPMENT;Mr. Wendal;19/12/1992
572;The Bee Gees;BEEGEES;Tragedy;10/02/1979
573;Alison Moyet;ALISONMOYET;Invisible;09/03/1985
574;Bee Gees;BEEGEES;Lonely Days;05/12/1970
575;Bee Gees;BEEGEES;You Win Again;19/09/1987
576;Carole King;CAROLEKING;It's Too Late;08/05/1971
577;Phoebe Snow;PHOEBESNOW;Poetry Man;04/01/1975
578;Toad The Wet Sprocket;TOADWETSPROCKET;Something's Always Wrong;07/01/1995
579;D'Angelo;DANGELO;Cruisin';04/11/1995
580;Fleetwood Mac;FLEETWOODMAC;Hold Me;19/06/1982
581;Chicago;CHICAGO;(I've Been) Searchin' So Long;16/03/1974
582;Jethro Tull;JETHROTULL;The Whistler;09/04/1977
583;Lonestar;LONESTAR;Smile;18/12/1999
584;Bee Gees;BEEGEES;Nights On Broadway;04/10/1975
585;Boston;BOSTON;Feelin' Satisfied;24/03/1979
586;Neil Diamond;NEILDIAMOND;I'm A Believer;26/06/1971
587;Stevie Wonder;STEVIEWONDER;Blowin' In The Wind;23/07/1966
588;Procol Harum;PROCOLHARUM;Homburg;28/10/1967
589;Will Smith Featuring Tra-Knox;WILLSMITH;Black Suits Comin' (Nod Ya Head);29/06/2002
590;Joan Baez;JOANBAEZ;Diamonds And Rust;20/09/1975
591;Van Halen;VANHALEN;Dancing In The Street;22/05/1982
592;Stevie Wonder;STEVIEWONDER;If You Really Love Me;14/08/1971
593;Sean Paul;SEANPAUL;Gimme The Light;08/06/2002
594;Neil Diamond;NEILDIAMOND;You Got To Me;28/01/1967
595;Stevie Wonder;STEVIEWONDER;We Can Work It Out;13/03/1971
596;Grand Funk Railroad;GRANDFUNKRAILROAD;Bad Time;05/04/1975
597;Bodeans;BODEANS;Closer To Free (From Party Of Five);09/03/1996
598;Van Halen;VANHALEN;Top Of The World;12/10/1991
599;Van Halen;VANHALEN;When It's Love;23/07/1988
600;Stacie Orrico;STACIEORRICO;Stuck;17/05/2003
601;Elvis Presley;ELVISPRESLEY;Rags To Riches;13/03/1971
602;Def Leppard;DEFLEPPARD;Rocket;04/03/1989
603;Keith Urban;KEITHURBAN;Where The Blacktop Ends;16/06/2001
604;John Travolta And Olivia Newton-John;JOHNTRAVOLTAANDOLIVIANEWTONJOHN;You're The One That I Want;01/04/1978
605;Meredith Brooks;MEREDITHBROOKS;What Would Happen;28/02/1998
606;David Essex;DAVIDESSEX;Lamplight;01/06/1974
607;Chris Cagle;CHRISCAGLE;Laredo;07/07/2001
608;Johnny Bristol;JOHNNYBRISTOL;Hang On In There Baby;29/06/1974
609;Third Eye Blind;THIRDEYEBLIND;Deep Inside Of You;02/09/2000
610;Missy Misdemeanor Elliott Featuring Ludacris;MISSYMISDEMEANORELLIOTT;Gossip Folks;28/12/2002
611;Neil Diamond;NEILDIAMOND;Desiree;03/12/1977
612;Smokie;SMOKIE;Needles And Pins;17/09/1977
613;Sylvester;SYLVESTER;You Make Me Feel (Mighty Real);13/01/1979
614;Chicago;CHICAGO;Call On Me;22/06/1974
615;Styx;STYX;The Best Of Times;24/01/1981
616;Steely Dan;STEELYDAN;Rikki Don't Lose That Number;11/05/1974
617;Bone Thugs-N-Harmony;BONETHUGSNHARMONY;Thuggish Ruggish Bone;17/09/1994
618;Steam;STEAM;Na Na Hey Hey Kiss Him Goodbye;18/10/1969
619;Bee Gees;BEEGEES;How Can You Mend A Broken Heart;26/06/1971
620;Janet Jackson;JANETJACKSON;If;24/07/1993
621;Fleetwood Mac;FLEETWOODMAC;Over My Head;08/11/1975
622;Kenny Rogers;KENNYROGERS;Love Will Turn You Around;03/07/1982
623;TLC;TLC;Girl Talk;26/10/2002
624;Bob Seger;BOBSEGER;Mainstreet;23/04/1977
625;Roxette;ROXETTE;Dressed For Success;27/05/1989
626;Blessid Union Of Souls;BLESSIDUNIONOFSOULS;All Along;13/07/1996
627;Tina Turner;TINATURNER;Better Be Good To Me;15/09/1984
628;Linkin Park;LINKINPARK;Faint;26/07/2003
629;Amy Grant;AMYGRANT;Every Heartbeat;15/06/1991
630;Prince And The N.P.G.;PRINCEANDNPG;Sexy MF;25/07/1992
631;Van Halen;VANHALEN;Finish What Ya Started;01/10/1988
632;Tesla;TESLA;The Way It Is;10/03/1990
633;Paula Abdul;PAULAABDUL;Forever Your Girl;11/03/1989
634;Linkin Park;LINKINPARK;Lying From You;10/04/2004
635;OutKast;OUTKAST;Southernplayalisticadillacmuzik;16/07/1994
636;Christopher Cross;CHRISTOPHERCROSS;Arthur's Theme;15/08/1981
637;Van Halen;VANHALEN;Can't Stop Lovin' You;25/03/1995
638;Pat Benatar;PATBENATAR;You Better Run;26/07/1980
639;The Bee Gees;BEEGEES;New York Mining Disaster 1941;27/05/1967
640;Information Society;INFORMATIONSOCIETY;Repetition;01/04/1989
641;Jennifer Lopez Featuring Nas;JENNIFERLOPEZ;I'm Gonna Be Alright;27/04/2002
642;Ten Years After;TENYEARSAFTER;Baby Won't You Let Me Rock 'N Roll You;15/01/1972
643;Chicago;CHICAGO;Wishing You Were Here;19/10/1974
644;TLC;TLC;Diggin' On You;18/11/1995
645;Stray Cats;STRAYCATS;(She's) Sexy + 17;06/08/1983
646;Brandy;BRANDY;Have You Ever?;05/12/1998
647;Isaac Hayes;ISAACHAYES;The Look Of Love;13/02/1971
648;Tina Turner;TINATURNER;Why Must We Wait Until Tonight;23/10/1993
649;M.C. Hammer;MCHAMMER;Here Comes The Hammer;05/01/1991
650;Pat Benatar;PATBENATAR;Sex As A Weapon;23/11/1985
651;Billy Joel;BILLYJOEL;That s Not Her Style;04/08/1990
652;Neil Diamond;NEILDIAMOND;Kentucky Woman;14/10/1967
653;Backstreet Boys;BACKSTREETBOYS;More Than That;26/05/2001
654;Golden Earring;GOLDENEARRING;The Devil Made Me Do It;23/04/1983
655;Isaac Hayes;ISAACHAYES;Chocolate Chip;23/08/1975
656;Cheap Trick;CHEAPTRICK;Stop This Game;08/11/1980
657;Alias;ALIAS;More Than Words Can Say;08/09/1990
658;Huey Lewis ;HUEYLEWIS;If This Is It;21/07/1984
659;The Firm;FIRM;Radioactive;09/02/1985
660;Samantha Mumba;SAMANTHAMUMBA;Baby, Come Over (This Is Our Night);12/05/2001
661;U2;U2;Stuck In A Moment You Can't Get Out Of;29/09/2001
662;Bananarama;BANANARAMA;Love In The First Degree;19/03/1988
663;Paula Abdul;PAULAABDUL;Will You Marry Me?;04/04/1992
664;Snoop Dogg Featuring Master P, Nate Dogg, Butch Cassidy & Tha Eastsidaz;SNOOPDOGG;Lay Low;31/03/2001
665;Backstreet Boys;BACKSTREETBOYS;Drowning;20/10/2001
666;Bangles;BANGLES;Be With You;06/05/1989
667;Neil Diamond;NEILDIAMOND;Solitary Man;21/05/1966
668;Puff Daddy ;PUFFDADDY;I ll Be Missing You;14/06/1997
669;Paulina Rubio;PAULINARUBIO;Don't Say Goodbye;04/05/2002
670;Brenda Lee;BRENDALEE;Dum Dum;17/06/1961
671;Mariah Carey;MARIAHCAREY;Anytime You Need A Friend;28/05/1994
672;Bee Gees;BEEGEES;I Started A Joke;21/12/1968
673;Ol  Dirty Bastard Featuring Kelis;OLDIRTYBASTARD;Got Your Money;23/10/1999
674;Digable Planets;DIGABLEPLANETS;9th Wonder (Slicker This Year);15/10/1994
675;Van Halen;VANHALEN;Feels So Good;28/01/1989
676;Ernie K-Doe;ERNIEKDOE;Mother-In-Law;25/03/1961
677;Loverboy;LOVERBOY;Hot Girls In Love;11/06/1983
678;Robert Plant;ROBERTPLANT;Tall Cool One;16/04/1988
679;Dusty Springfield;DUSTYSPRINGFIELD;Don't Forget About Me;01/03/1969
680;Backstreet Boys;BACKSTREETBOYS;I ll Never Break Your Heart;05/12/1998
681;Ja Rule Featuring Christina Milian;JARULE;Between Me And You;16/09/2000
682;Trick Daddy Featuring LaTocha Scott;TRICKDADDY;Thug Holiday;21/12/2002
683;Traffic;TRAFFIC;Empty Pages;05/09/1970
684;Richard Marx;RICHARDMARX;Should've Known Better;26/09/1987
685;Bobby Vee;BOBBYVEE;Be True To Yourself;22/06/1963
686;Bruce Springsteen;BRUCESPRINGSTEEN;Tunnel Of Love;05/12/1987
687;Lee Ann Womack;LEEANNWOMACK;Why They Call It Falling;21/07/2001
688;George Harrison;GEORGEHARRISON;When We Was Fab;06/02/1988
689;Roberta Flack;ROBERTAFLACK;Feel Like Makin' Love;22/06/1974
690;Jimmy Cliff;JIMMYCLIFF;Wonderful World, Beautiful People;06/12/1969
691;Paula Abdul;PAULAABDUL;My Love Is For Real;17/06/1995
692;Linda Scott;LINDASCOTT;I've Told Every Little Star;11/03/1961
693;Sheena Easton;SHEENAEASTON;Modern Girl;09/05/1981
694;Re-Flex;REFLEX;The Politics Of Dancing;26/11/1983
695;Firehouse;FIREHOUSE;Sleeping With You;26/12/1992
696;Melissa Etheridge;MELISSAETHERIDGE;Angels Would Fall;18/09/1999
697;Switchfoot;SWITCHFOOT;Dare You To Move;02/10/2004
698;Jill Scott;JILLSCOTT;The Way;07/07/2001
699;David Lee Roth;DAVIDLEEROTH;Goin  Crazy!;27/09/1986
700;Richard Marx;RICHARDMARX;Children Of The Night;28/04/1990
701;Peter Tosh;PETERTOSH;Johnny B Goode;09/07/1983
702;Grand Funk Railroad;GRANDFUNKRAILROAD;Time Machine;27/09/1969
703;Jonathan King;JONATHANKING;Everyone's Gone To The Moon;25/09/1965
704;ZZ Top;ZZTOP;Stages;18/01/1986
705;Gang Starr;GANGSTARR;You Know My Steez;06/12/1997
706;Curtis Mayfield;CURTISMAYFIELD;Future Shock;21/07/1973
707;De La Soul Featuring Chaka Khan;DELASOUL;All Good?;23/12/2000
708;Arrested Development;ARRESTEDDEVELOPMENT;Revolution (From Malcolm X);12/12/1992
709;Seal;SEAL;Don't Cry;17/02/1996
710;Bobbie Gentry;BOBBIEGENTRY;Ode To Billie Joe;05/08/1967
711;Nina Simone;NINASIMONE;Do What You Gotta Do;19/10/1968
712;Fleetwood Mac;FLEETWOODMAC;Family Man;02/04/1988
713;Steely Dan;STEELYDAN;The Fez;25/09/1976
714;Prince And The N.P.G.;PRINCEANDNPG;Gett Off;17/08/1991
715;Bruce Springsteen;BRUCESPRINGSTEEN;One Step Up;27/02/1988
716;Cher;CHER;I Found Someone;21/11/1987
717;Fleetwood Mac;FLEETWOODMAC;Peacekeeper;29/03/2003
718;Tourists;TOURISTS;I Only Want To Be With You;17/05/1980
719;Gerry Rafferty;GERRYRAFFERTY;Right Down The Line;12/08/1978
720;J.J. Fad;JJFAD;Supersonic;23/04/1988
721;Heart;HEART;Secret;02/02/1991
722;Monica;MONICA;The First Night;15/08/1998
723;Ginuwine;GINUWINE;So Anxious;17/07/1999
724;Corey Hart;COREYHART;Boy In The Box;14/09/1985
725;Corey Hart;COREYHART;Everything In My Heart;30/11/1985
726;J.J. Cale;JJCALE;Lies;04/11/1972
727;'N Sync;NSYNC;It's Gonna Be Me;01/07/2000
728;Salt-N-Pepa;SALTNPEPA;None Of Your Business;23/07/1994
729;Steely Dan;STEELYDAN;Show Biz Kids;28/07/1973
730;Bonnie Raitt;BONNIERAITT;I Can t Make You Love Me;23/11/1991
731;Lil' Kim Featuring Puff Daddy;LILKIM;No Time;09/11/1996
732;Madonna;MADONNA;Music;12/08/2000
733;Parliament;PARLIAMENT;All Your Goodies Are Gone (The Loser's Seat);14/10/1967
734;Alan Jackson;ALANJACKSON;Little Man;10/07/1999
735;Tony Clarke;TONYCLARKE;(The Story Of) Woman, Love And A Man (Part 1);14/03/1964
736;Donald Fagen;DONALDFAGEN;I.G.Y. (What A Beautiful World);09/10/1982
737;Herb Alpert;HERBALPERT;Taste Of Honey;25/09/1965
738;Donald Fagen;DONALDFAGEN;New Frontier;29/01/1983
739;Steely Dan;STEELYDAN;Pretzel Logic;12/10/1974
740;Whitesnake;WHITESNAKE;Give Me All Your Love;13/02/1988
741;Faith Evans Featuring Missy Misdemeanor Elliott;FAITHEVANS;Burnin' Up;17/08/2002
742;Barry White;BARRYWHITE;What Am I Gonna Do With You;08/03/1975
743;Elvis Presley;ELVISPRESLEY;Until It's Time For You To Go;29/01/1972
744;Marc Almond;MARCALMOND;Tears Run Rings;21/01/1989
745;Alan Jackson;ALANJACKSON;Drive (For Daddy Gene);16/03/2002
746;Lonestar;LONESTAR;Not A Day Goes By;11/05/2002
747;Roy Orbison;ROYORBISON;Ride Away;21/08/1965
748;Joan Jett And The Blackhearts;JOANJETTANDBLACKHEARTS;I Hate Myself For Loving You;25/06/1988
749;Los Lobos;LOSLOBOS;Will The Wolf Survive;23/03/1985
750;Cinderella;CINDERELLA;Nobody's Fool;10/01/1987
751;Aaliyah;AALIYAH;I Care 4 U;24/08/2002
752;Jennifer Lopez Featuring Ja Rule;JENNIFERLOPEZ;Ain't It Funny;29/12/2001
753;Brenda Lee;BRENDALEE;Rockin' Around The Christmas Tree;10/12/1960
754;Cher;CHER;Take Me Home;10/02/1979
755;Brandy;BRANDY;I Wanna Be Down;01/10/1994
756;Lonnie Gordon;LONNIEGORDON;Gonna Catch You (From Cool As Ice);31/08/1991
757;Ernie Freeman;ERNIEFREEMAN;(Theme from) The Dark At The Top Of The Stairs;22/10/1960
758;Patsy Cline;PATSYCLINE;So Wrong;25/08/1962
759;Billy Joel;BILLYJOEL;Travelin' Prayer;17/08/1974
760;Alan Jackson;ALANJACKSON;Right On The Money;05/12/1998
761;Loverboy;LOVERBOY;Lovin  Every Minute Of It;24/08/1985
762;Midge Ure;MIDGEURE;Dear God;11/03/1989
763;Barbra Streisand;BARBRASTREISAND;Woman In Love;06/09/1980
764;Robbie Dupree;ROBBIEDUPREE;Steal Away;12/04/1980
765;Cleopatra;CLEOPATRA;Life Ain t Easy;31/10/1998
766;Sparks;SPARKS;I Predict;15/05/1982
767;Ohio Players;OHIOPLAYERS;Funky Worm;24/02/1973
768;Billy Joel;BILLYJOEL;Worse Comes To Worst;29/06/1974
769;Staind;STAIND;Price To Play;26/04/2003
770;Joan Jett And The Blackhearts;JOANJETTANDBLACKHEARTS;Little Liar;29/10/1988
771;Eric Clapton;ERICCLAPTON;Watch Out For Lucy;24/02/1979
772;Elvin Bishop;ELVINBISHOP;Fooled Around And Fell In Love;06/03/1976
773;Prince;PRINCE;The Greatest Romance Ever Sold;01/01/2000
774;Status Quo;STATUSQUO;Pictures Of Matchstick Men;18/05/1968
775;James Brown;JAMESBROWN;Prisoner Of Love;20/04/1963
776;Kid Rock Featuring Sheryl Crow Or Allison Moorer;KIDROCK;Picture;30/11/2002
777;Paula Abdul;PAULAABDUL;Crazy Cool;09/09/1995
778;Janet Jackson;JANETJACKSON;You Want This;22/10/1994
779;Bruce Springsteen;BRUCESPRINGSTEEN;Fade Away;07/02/1981
780;Romeo Void;ROMEOVOID;A Girl In Trouble (Is A Temporary Thing);01/09/1984
781;Lonestar;LONESTAR;You Walked In;22/11/1997
782;Mary Chapin Carpenter;MARYCHAPINCARPENTER;Shut Up And Kiss Me;29/10/1994
783;Bruce Springsteen;BRUCESPRINGSTEEN;57 Channels (And Nothin  On);20/06/1992
784;Benny Spellman;BENNYSPELLMAN;Lipstick Traces (On A Cigarette);05/05/1962
785;Mariah Carey;MARIAHCAREY;Make It Happen;22/02/1992
786;John Mellencamp;JOHNMELLENCAMP;Check It Out;06/02/1988
787;Staind;STAIND;So Far Away;02/08/2003
788;Kim Carnes;KIMCARNES;More Love;31/05/1980
789;Ice-T;ICET;New Jack Hustler (Nino s Theme) (From New Jack City);27/04/1991
790;Patsy Cline;PATSYCLINE;Faded Love;31/08/1963
791;Genius/GZA;GENIUSGZA;Liquid Swords;28/10/1995
792;Tina Turner;TINATURNER;Steamy Windows;25/11/1989
793;Toby Keith;TOBYKEITH;Rock You Baby;15/03/2003
794;Enya;ENYA;Caribbean Blue;29/02/1992
795;LL Cool J;LLCOOLJ;Hey Lover;18/11/1995
796;Bryan Adams;BRYANADAMS;Victim Of Love;22/08/1987
797;Jade;JADE;Every Day Of The Week;26/11/1994
798;Skeeter Davis;SKEETERDAVIS;The End Of The World;26/01/1963
799;Billy Paul;BILLYPAUL;Am I Black Enough For You;07/04/1973
800;Vixen;VIXEN;Love Is A Killer;10/11/1990
801;Chicago;CHICAGO;Chasin  The Wind;26/01/1991
802;Chicago;CHICAGO;We Can Last Forever;13/05/1989
803;Bob Seger;BOBSEGER;You'll Accomp'ny Me;26/07/1980
804;Bananarama;BANANARAMA;The Wild Life;10/11/1984
805;Dru Hill;DRUHILL;I Love You;03/05/2003
806;Amy Grant;AMYGRANT;I Will Remember You;25/04/1992
